site,shape,run,owned,section,triage,near_tr,target,sample
086BED88,table,108,claimed,battle,,,0812595A,□は/炎をはいた·
086BED8C,table,108,claimed,battle,,,0812596E,□は/凍える息をはいた·
086BED90,table,108,claimed,battle,,,08125988,□は/毒ガスをはいた·
086BED94,table,108,claimed,battle,,,081259A0,□は/電撃を放った·
086BED98,table,108,claimed,battle,,,081259B6,□は/氷をふらせた·
086BED9C,table,108,claimed,battle,,,081259CC,□は/息をふきかけた·
086BEDA0,table,108,claimed,battle,,,081259E4,□は/白く光りはじめた·
086BEDA4,table,108,claimed,battle,,,081259FE,□は/黒く輝き始めた·
086BEDA8,table,108,claimed,battle,,,08125A16,□は/声をはりあげた·
086BEDAC,table,108,claimed,battle,,,08125A2E,□は/くちづけをした·
086BEDB0,table,108,claimed,battle,,,08125A46,□は/ほほえんだ·
086BEDB4,table,108,claimed,battle,,,08125A5A,□は/息をはいた·
086BEDB8,table,108,claimed,battle,,,08125A5A,□は/息をはいた·
086BEDBC,table,108,claimed,battle,,,08125A5A,□は/息をはいた·
086BEDC0,table,108,claimed,battle,,,08125A6E,□は/水の壁をはった·
086BEDC4,table,108,claimed,battle,,,08125A86,□は/炎の壁をはった·
086BEDC8,table,108,claimed,battle,,,08125A9E,□は/震えはじめた·
086BEDCC,table,108,claimed,battle,,,08125AB4,□は/祈りはじめた·
086BEDD0,table,108,claimed,battle,,,08125ACA,□は/体をさわった·
086BEDD4,table,108,claimed,battle,,,08125A2E,□は/くちづけをした·
086BEDD8,table,108,claimed,battle,,,08125A16,□は/声をはりあげた·
086BEDDC,table,108,claimed,battle,,,08125AE0,□は/両手を合わせた·
086BEDE0,table,108,claimed,battle,,,08125AF8,□は/空にむかってさけんだ·
086BEDE4,table,108,claimed,battle,,,08125B16,□は/声をあげた·
086BEDE8,table,108,claimed,battle,,,08125B2A,□は/誰かの名前を呼んだ·
086BEDEC,table,108,claimed,battle,,,08125B46,□は/目から雷を放った·
086BEDF0,table,108,claimed,battle,,,08125B60,□は/光を集めた·
086BEDF4,table,108,claimed,battle,,,08125B74,サタンは□を/指さした·
086BEDF8,table,108,claimed,battle,,,08125B16,□は/声をあげた·
086BEDFC,table,108,claimed,battle,,,08125B8E,□は/かぶりついた·
086BEE00,table,108,claimed,battle,,,08125B8E,□は/かぶりついた·
086BEE04,table,108,claimed,battle,,,08125B8E,□は/かぶりついた·
086BEE08,table,108,claimed,battle,,,08125B8E,□は/かぶりついた·
086BEE0C,table,108,claimed,battle,,,08125B8E,□は/かぶりついた·
086BEE10,table,108,claimed,battle,,,08125BA4,□は/ひっかいた·
086BEE14,table,108,claimed,battle,,,08125BA4,□は/ひっかいた·
086BEE18,table,108,claimed,battle,,,08125BA4,□は/ひっかいた·
086BEE1C,table,108,claimed,battle,,,08125BB8,□は/針を飛ばした·
086BEE20,table,108,claimed,battle,,,08125BB8,□は/針を飛ばした·
086BEE24,table,108,claimed,battle,,,08125BCE,□は/身体をまきつけた·
086BEE28,table,108,claimed,battle,,,08125BE8,□は/のどをついた·
086BEE2C,table,108,claimed,battle,,,08125BFE,□は/スイッチをおした·
086BEE30,table,108,claimed,battle,,,08125C18,□は/羽根をひろげた·
086BEE34,table,108,claimed,battle,,,08125C30,□は/拳をふり回してきた·
086BEE38,table,108,claimed,battle,,,08125C4C,□は/力をためた·
086BEE3C,table,108,claimed,battle,,,08125C4C,□は/力をためた·
086BEE40,table,108,claimed,battle,,,08125C60,□は/とうめいの液体をはいた·
086BEE44,table,108,claimed,battle,,,08125C80,□は/白いけむりをふきだした·
086BEE48,table,108,claimed,battle,,,08125CA0,□は/羽根をはばたかせた·
086BEE4C,table,108,claimed,battle,,,08125CBC,□は/無数の針を飛ばした·
086BEE50,table,108,claimed,battle,,,08125CD8,□は/体当たりした·
086BEE54,table,108,claimed,battle,,,08125CEE,□は/暴れだした·
086BEE58,table,108,claimed,battle,,,08125D02,□は/のしかかった·
086BEE5C,table,108,claimed,battle,,,08125D18,□は/しっぽをふった·
086BEE60,table,108,claimed,battle,,,08125D30,□は/かけ声をかけた·
086BEE64,table,108,claimed,battle,,,08125D48,□は/なぐりかかった·
086BEE68,table,108,claimed,battle,,,08125D48,□は/なぐりかかった·
086BEE6C,table,108,claimed,battle,,,08125D48,□は/なぐりかかった·
086BEE70,table,108,claimed,battle,,,08125D60,□は/衝撃波を撃った·
086BEE74,table,108,claimed,battle,,,08125D78,□は/けりかかった·
086BEE78,table,108,claimed,battle,,,08125D78,□は/けりかかった·
086BEE7C,table,108,claimed,battle,,,08125D78,□は/けりかかった·
086BEE80,table,108,claimed,battle,,,08125D8E,□は/銃を撃った·
086BEE84,table,108,claimed,battle,,,08125D8E,□は/銃を撃った·
086BEE88,table,108,claimed,battle,,,08125D8E,□は/銃を撃った·
086BEE8C,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEE90,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEE94,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEE98,table,108,claimed,battle,,,08125DBC,□は/飛びかかった·
086BEE9C,table,108,claimed,battle,,,08125DBC,□は/飛びかかった·
086BEEA0,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEEA4,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEEA8,table,108,claimed,battle,,,08125DA2,□は/剣をふりかざした·
086BEEAC,table,108,claimed,battle,,,08125DD2,□は/マグネタイトを食べた·
086BEEB0,table,108,claimed,battle,,,08125DF0,□は/仲間をかばった·
086BEEB4,table,108,claimed,battle,,,08125E08,□は/仲間にくっついた·
086BEEB8,table,108,claimed,battle,,,08125E22,□は/爆発した·
086BEEBC,table,108,claimed,battle,,,08125E34,□は/吸いついた·
086BEEC0,table,108,claimed,battle,,,08125E48,□は/両手で輪をかいた·
086BEEC4,table,108,claimed,battle,,,08125E62,□は/ちょっと休んだ·
086BEEC8,table,108,claimed,battle,,,08125E7A,□は/つえをふった·
086BEECC,table,108,claimed,battle,,,08125E90,□は/体を大きくゆらした·
086BEED0,table,108,claimed,battle,,,08125EAC,□は/身がまえた·
086BEED4,table,108,claimed,battle,,,08125EC0,□は/逃げ出した·
086BEED8,table,108,claimed,battle,,,08125ED4,□は/仲間を呼んだ·
086BEEDC,table,108,claimed,battlefrag,,,08123A06,は呪い殺された
086BEEE0,table,108,claimed,battlefrag,,,08123A16,を呪い殺した
086BEEE4,table,108,claimed,battlefrag,,,08123A24,は石にされた
086BEEE8,table,108,claimed,battlefrag,,,08123A32,を石にした
086BEEEC,table,108,claimed,battlefrag,,,08123A3E,は体が麻痺した
086BEEF0,table,108,claimed,battlefrag,,,08123A4E,を麻痺させた
086BEEF4,table,108,claimed,battlefrag,,,08123A5C,は毒に犯された
086BEEF8,table,108,claimed,battlefrag,,,08123A6C,を毒で弱らせた
086BEEFC,table,108,claimed,battlefrag,,,08123A7C,□はハエに変えられた
086BEF00,table,108,claimed,battlefrag,,,08123A7E,はハエに変えられた
086BEF04,table,108,claimed,battlefrag,,,08123A92,は蛙に変えられた
086BEF08,table,108,claimed,battlefrag,,,08123A92,は蛙に変えられた
086BEF10,table,21,claimed,battlefrag,,,08123AA6,は呪われた
086BEF14,table,21,claimed,battlefrag,,,08123AB2,は虜にされた
086BEF18,table,21,claimed,battlefrag,,,08123AC0,を虜にした
086BEF1C,table,21,claimed,battlefrag,,,08123ACC,は眠ってしまった
086BEF20,table,21,claimed,battlefrag,,,08123ADE,を眠らせた
086BEF24,table,21,claimed,battlefrag,,,08123AEA,は金縛りになった
086BEF28,table,21,claimed,battlefrag,,,08123AFC,を金縛りにした
086BEF2C,table,21,claimed,battlefrag,,,08123B0C,は凍りついた
086BEF30,table,21,claimed,battlefrag,,,08123B1A,を凍りつかせた
086BEF34,table,21,claimed,battlefrag,,,08123B2A,は感電した
086BEF38,table,21,claimed,battlefrag,,,08123B36,を感電させた
086BEF3C,table,21,claimed,battlefrag,,,08123B44,は魔法を封じられた
086BEF40,table,21,claimed,battlefrag,,,08123B58,の魔法を封じた
086BEF44,table,21,claimed,battlefrag,,,08123B68,はちょっとおかしくなった
086BEF48,table,21,claimed,battlefrag,,,08123B82,を狂わせた
086BEF4C,table,21,claimed,battlefrag,,,08123B8E,は幸せにつつまれた
086BEF50,table,21,claimed,battlefrag,,,08123BA2,を幸せにしてあげた
086BEF54,table,21,claimed,battlefrag,,,08123BB6,は倒された
086BEF58,table,21,claimed,battlefrag,,,08123BC2,を倒した
086BEF5C,table,21,claimed,battlefrag,,,08123052,は斬りかかった
086BEF60,table,21,claimed,battlefrag,,,081236DE,のガンが/火を吹いた
086BEF68,isolated,3,claimed,battlefrag,,,08123714,を呼び出した
086BEF6C,isolated,3,claimed,battlefrag,,,08123722,は身を守った
086BEF70,isolated,3,claimed,battlefrag,,,08123730,を/COMPに戻した
086C2CCC,isolated,1,claimed,story,,,0803912A,で待っている男が/見える・・・/·
086C7D3C,isolated,1,claimed,story,,,08040942,ばれている··ティフェレトからは/ベリアー回廊が　出ていて/ゲブラー　ケ
086CB6DC,isolated,1,claimed,story,,,0805070C,にとどまって/妖精達のために働いていると…··おれは大切な何かを/取り戻
086CCAB0,isolated,1,claimed,story,,,08060F04,　強くはない··……私は　生体MAGを/モロクに集めさせた··そのエネル
086CCDA4,isolated,1,claimed,story,,,0803E7AA,の男：/私は　この先ずっと/·様のため/みんなのため　一生　働きます·□
086D0E84,isolated,1,UNCLAIMED,,leak-risk,story,0805A928,"九,□九∧□九∨□九-□九.□九S□九0□九∡□九··□九·悪魔は成長す"
086D1504,isolated,1,claimed,story,,,08070604,に行くと/イェツラー回廊の入□がある··ネツァクと　ホドと/ティフェレト
086D7858,isolated,1,claimed,story,,,08040642,ルシファー様のおかげかな·□。·。M□
086D7FA4,isolated,1,claimed,story,,,08056B5A,ドアは開く··□
086D85C0,isolated,1,claimed,lore,,,0800A7F2,る。··また、セフィロトにおけるネツァ/ック（勝利）を表し、このことか/
086DA294,isolated,1,claimed,story,,,0803C3C2,んな退治してくれ·□、·、」□
086DAA48,isolated,1,claimed,story,,,08074202,ます··・FREEZE/ブフ系魔法による凍結状態/回復するまで行動不能に
086DB03C,isolated,1,claimed,story,,,0803220E,··魔王になれば建物一つ・・・/いや　街を一つ　丸々凍らせる/ことも可能
086DC2B8,isolated,1,claimed,lore,,,08010020,の腕に様々な武器を握り、魔獣ド/ゥンにまたがりアスラ達と戦う。·
086DD370,isolated,1,claimed,story,,,0807410C,ま/す··毎ターン一定の確率で自動回復/します··・CLOSE/一切魔法
086DE7F4,isolated,1,claimed,lore,,,0800C488,に数珠を持つ/姿か両手で琵琶を弾く美しい女神と/して描かれる。·
086E128C,isolated,1,UNCLAIMED,,leak-risk,story,0804C098,·.□□□戦士：/戦うしか能の無い　おれが/神の声を聞き　エデンにいる/
086E43A8,isolated,1,claimed,lore,,,08018800,、人間は/彼らの精神に完全に支配される。··ニャルラトホテプは目的により
086E5E50,isolated,1,claimed,story,,,080A4104,をがんばってください/···□玖□□□玖□玖·□玖·司会：/華麗にして強
086E8E84,isolated,1,claimed,skills,,,08004004,M状態にする
086E90E4,isolated,1,claimed,skills,,,08004002,RM状態にする
086EE088,isolated,1,claimed,story,,,080521A6,：/そのほこらの中に入るのだ··＞ほこらの中に入りますか？/·□九·
086EF714,isolated,1,claimed,story,,,0807410C,ま/す··毎ターン一定の確率で自動回復/します··・CLOSE/一切魔法
086F114C,isolated,1,claimed,story,,,08030872,悲とやらで/地下にでも追いやられ/双方の命が救われるという/わけじゃな·
086F44D8,isolated,1,claimed,story,,,08044444,ードブレイカー　ネ　やってネ/アナタ数当てるだけ/こんどヒントついた　か
086F79C8,isolated,1,claimed,story,,,08050704,：/ここにとどまって/妖精達のために働いていると…··おれは大切な何かを
086F7E44,isolated,1,claimed,story,,,08064202,に　あわされたな··だが　君達に休んでいる/ヒマは無いよ··ルシファーの
086F7EBC,isolated,1,claimed,lore,,,08020080,同様の社会を築/いているといわれる。·
086F9220,isolated,1,claimed,story,,,0809050C,てしてー！
086F99F0,isolated,1,claimed,negotiate_status,,,080A0D0E,/ハエにかえられた··□
08700AC4,isolated,1,claimed,story,,,080749D4,に戻すの/が復活です··これらの状態は完全に戦闘不能/なので先に進むこと
08701784,isolated,1,claimed,story,,,08094C02,ッツ　ヒーホー/ダーンスぅ！
08701D20,isolated,1,claimed,dialogue,,,080A0906,なごの心　分るまい
08703190,isolated,1,claimed,story,,,08054040,□：/おまえの勝ちだ/うわさ通りの強さだな/さあ　通るがよい·□§·
08705DDC,isolated,1,claimed,dialogue,,,08090E0A,の仲魔/どうなっとるんじゃあ！
08713600,isolated,1,claimed,story,,,08040906,ソドは/イェツラー回廊で/ホド　ネツァク　ティフェレトと/結ばれている·
0871C87C,isolated,1,claimed,dialogue,,,08094A62,んねー！/
0871FE94,isolated,1,claimed,story,,,08026438,だがそうは行かない/□－··私は育成プログラムの/人格形成部分に少し手を
08723888,isolated,1,claimed,story,,,08081000,確率が/下がるので気を付けてね··・対電衝/剣・銃・電撃・衝撃・突撃・手
08726EE8,isolated,1,claimed,story,,,0807060C,/イェツラー回廊の入□がある··ネツァクと　ホドと/ティフェレトに/通じ
08728EF4,isolated,1,claimed,story,,,08060582,の計画は　完全だった/あと少しで成功していた/はずが……··変な2人のせ
0872917C,isolated,1,claimed,lore,,,08014080,ド/スコットランドに住む子牛程の大き/さの犬の姿の妖精。··現地語ではク
087296E0,isolated,1,claimed,story,,,0806C20A,·/おしまいだ………·
0872A580,isolated,1,claimed,story,,,0804970A,·次のレイヴでも/あたしが主役よ！·/満月の夜が　待ち遠しいわ·
0872E520,isolated,1,UNCLAIMED,,noise,,08120D38,÷÷□愚張愚、
0872E53C,isolated,1,UNCLAIMED,,noise,,08120DD0,÷÷□愚唐愚、
0872E574,isolated,1,UNCLAIMED,,noise,,0812001C,÷÷‥愚□具、
0872E5AC,isolated,1,UNCLAIMED,,noise,,08120EF4,÷÷富愚□愚、
0872E61C,isolated,1,UNCLAIMED,,noise,,08121074,÷÷欲愚□愚、
0872E638,isolated,1,UNCLAIMED,,MISSING,,081210FC,÷÷露愚猟愚、
0872E654,isolated,1,UNCLAIMED,,noise,,0812119C,÷÷□愚廬愚、
0872E830,isolated,1,UNCLAIMED,,noise,,08120144,÷÷ぱ愚→愚。
0872E868,isolated,1,UNCLAIMED,,MISSING,,081201A8,÷÷プ愚デ愚。
0872E884,isolated,1,UNCLAIMED,,MISSING,,081201A8,÷÷プ愚デ愚。
0872E8D8,isolated,1,UNCLAIMED,,noise,,081202DC,÷÷Μ愚ミ愚.
0872E8F4,isolated,1,UNCLAIMED,,noise,,081203B0,÷÷□愚·愚.
0872E92C,isolated,1,UNCLAIMED,,noise,,08120480,÷÷Ⅶ愚□愚、
0872E948,isolated,1,UNCLAIMED,,noise,,081204E0,÷÷□愚棍愚？
0872E980,isolated,1,UNCLAIMED,,MISSING,,08120588,÷÷挨愚跋愚、
0872E99C,isolated,1,UNCLAIMED,,MISSING,,081205B0,÷÷囲愚或愚？
0872E9B8,isolated,1,UNCLAIMED,,noise,,081205EC,÷÷□愚飲愚？
0872E9D4,isolated,1,UNCLAIMED,,noise,,08120614,÷÷液愚□愚？
0872E9F0,isolated,1,UNCLAIMED,,MISSING,,08120654,÷÷俺愚王愚？
0872EA0C,isolated,1,UNCLAIMED,,MISSING,,08120684,÷÷我愚花愚？
0872EA28,isolated,1,UNCLAIMED,,MISSING,,08120C38,÷÷族愚蔵愚？
0872EA44,isolated,1,UNCLAIMED,,MISSING,,08120C98,÷÷担愚袋愚？
0872EA60,isolated,1,UNCLAIMED,,MISSING,,08120684,÷÷我愚花愚？
0872EA7C,isolated,1,UNCLAIMED,,MISSING,,08120768,÷÷起愚棋愚？
0872EA98,isolated,1,UNCLAIMED,,MISSING,,08120798,÷÷救愚杵愚？
0872EAB4,isolated,1,UNCLAIMED,,MISSING,,081207C8,÷÷彊愚京愚？
0872EAD0,isolated,1,UNCLAIMED,,noise,,08120804,÷÷苦愚□愚？
0872EAEC,isolated,1,UNCLAIMED,,noise,,08120834,÷÷□愚勲愚？
0872EB08,isolated,1,UNCLAIMED,,MISSING,,08120870,÷÷嫌愚潔愚？
0872EB24,isolated,1,UNCLAIMED,,noise,,081208A0,÷÷□愚源愚？
0872EB40,isolated,1,UNCLAIMED,,MISSING,,081208DC,÷÷工愚光愚？
0872EB5C,isolated,1,UNCLAIMED,,noise,,08120918,÷÷剛愚□愚？
0872EB78,isolated,1,UNCLAIMED,,MISSING,,08120954,÷÷座愚魂愚？
0872EB94,isolated,1,UNCLAIMED,,noise,,08120990,÷÷□愚作愚？
0872EBB0,isolated,1,UNCLAIMED,,noise,,081209CC,÷÷施愚□愚？
0872EBCC,isolated,1,UNCLAIMED,,noise,,08120A0C,÷÷□愚辞愚？
0872EBE8,isolated,1,UNCLAIMED,,MISSING,,08120A4C,÷÷収愚狩愚？
0872EC04,isolated,1,UNCLAIMED,,MISSING,,08120A7C,÷÷熟愚戎愚？
0872EC20,isolated,1,UNCLAIMED,,MISSING,,08120AAC,÷÷償愚庶愚？
0872EC3C,isolated,1,UNCLAIMED,,MISSING,,08120588,÷÷挨愚跋愚、
0872EC58,isolated,1,UNCLAIMED,,noise,,081206C0,÷÷劃愚□愚？
0872EC90,isolated,1,UNCLAIMED,,MISSING,,0812072C,÷÷観愚漢愚？
0872ECAC,isolated,1,UNCLAIMED,,MISSING,,08120768,÷÷起愚棋愚？
0872ECC8,isolated,1,UNCLAIMED,,MISSING,,08120798,÷÷救愚杵愚？
0872ECE4,isolated,1,UNCLAIMED,,MISSING,,081207C8,÷÷彊愚京愚？
0872ED00,isolated,1,UNCLAIMED,,noise,,08120804,÷÷苦愚□愚？
0872ED1C,isolated,1,UNCLAIMED,,noise,,08120834,÷÷□愚勲愚？
0872ED38,isolated,1,UNCLAIMED,,noise,,081208A0,÷÷□愚源愚？
0872ED54,isolated,1,UNCLAIMED,,MISSING,,08120870,÷÷嫌愚潔愚？
0872ED70,isolated,1,UNCLAIMED,,MISSING,,081208DC,÷÷工愚光愚？
0872ED8C,isolated,1,UNCLAIMED,,noise,,08120918,÷÷剛愚□愚？
0872EDA8,isolated,1,UNCLAIMED,,MISSING,,08120954,÷÷座愚魂愚？
0872EDC4,isolated,1,UNCLAIMED,,noise,,08120990,÷÷□愚作愚？
0872EDE0,isolated,1,UNCLAIMED,,noise,,081209CC,÷÷施愚□愚？
0872EDFC,isolated,1,UNCLAIMED,,noise,,08120A0C,÷÷□愚辞愚？
0872EE18,isolated,1,UNCLAIMED,,MISSING,,08120A4C,÷÷収愚狩愚？
0872EE34,isolated,1,UNCLAIMED,,MISSING,,08120A7C,÷÷熟愚戎愚？
0872EE50,isolated,1,UNCLAIMED,,MISSING,,08120AAC,÷÷償愚庶愚？
0872EE6C,isolated,1,UNCLAIMED,,noise,,08120AEC,÷÷□愚笑愚？
0872EE88,isolated,1,UNCLAIMED,,MISSING,,08120B34,÷÷進愚植愚？
0872EEA4,isolated,1,UNCLAIMED,,noise,,08120B6C,÷÷□愚髄愚？
0872EEDC,isolated,1,UNCLAIMED,,noise,,08120BCC,÷÷船愚□愚？
0872EEF8,isolated,1,UNCLAIMED,,noise,,08120BFC,÷÷奏愚□愚？
0872F10C,isolated,1,UNCLAIMED,,MISSING,,081201A8,÷÷プ愚デ愚。
0872F128,isolated,1,UNCLAIMED,,noise,,081201D8,÷÷Θ愚ヶ愚.
0872F144,isolated,1,UNCLAIMED,,noise,,08120214,÷÷ぁ愚o愚.
0872F17C,isolated,1,UNCLAIMED,,MISSING,,081201A8,÷÷プ愚デ愚。
0872F198,isolated,1,UNCLAIMED,,noise,,081201D8,÷÷Θ愚ヶ愚.
0872F1B4,isolated,1,UNCLAIMED,,noise,,08120214,÷÷ぁ愚o愚.
0872F664,isolated,1,claimed,story,,,08070B06,しまった··将門公は　バラバラに引き裂かれ/国津神達も　この地下世界の/
08731278,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08731EFC,isolated,1,claimed,story,,,080706C2,/開けるには　カギを2つ/使うそうだ·
087342A0,isolated,1,claimed,story,,,08060E0C,ぎぬ··この大□□が/教えてやろう！/真の恐怖を！···
087348EC,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08736734,isolated,1,claimed,story,,,0802B066,···÷ン□·□·、ョ□ケルベロス：/ん・・・ああ・・・··ヴァルハラの
087371F0,isolated,1,claimed,story,,,08070206,は　地下世界の/者達と共に　この神々の復活を/待っているのだ………·
0873A164,isolated,1,claimed,story,,,080504C4,……··そ　その　最近いろいろ/いそがしくって/お店は　やってないんです
0873AC78,isolated,1,claimed,story,,,08025430,··÷□□·、_□目加田：/し　しかし　未だ・・・···
0873AD34,isolated,1,claimed,story,,,0807C304,かげで/元に戻る事ができた··センターの管制室にいる……···%·
0873B3EC,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0873B8F4,isolated,1,claimed,story,,,0806869C,を/お知らせ/しなければなりません··あの　□が/センターを裏切ったので
0873BEA8,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0873C9C4,isolated,1,claimed,story,,,08090706,こっち　いらっしゃーイ❤︎⁠
0873CB50,isolated,1,claimed,story,,,0806CC26,じゃ　ダメよ··コクマの塔をのぼらなきゃ·
0873D870,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0873D8FC,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0873F550,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08740CF4,isolated,1,claimed,story,,,08056FCA,ファーよ··ルシファー：/唯一神の手先ふぜいに/私の考えは/しょせん理解
0874135C,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08741730,isolated,1,claimed,dialogue,,,080A090E,　分るまい
08742E58,isolated,1,claimed,story,,,0807C3C2,された··元老院が無くなって/支配するものは無くなったが/ミレニアム全体
08745148,isolated,1,claimed,story,,,08070C0A,復活させねば/トウキョウの混乱は/おさまらぬであろう··……そして　天津
087475E4,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08747670,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08748118,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0874B104,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0874D310,isolated,1,claimed,lore,,,08010724,ミコト）顕国/玉神（ウツシクニダマノカミ）葦原/色許男神（アシハラノシコ
0874DB14,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0874EEE8,isolated,1,claimed,story,,,080806CA,負けちゃうかもね···□句·ほとんどの悪魔は「特技」を/持ってるね··特
0874F8D8,isolated,1,claimed,dialogue,,,08090CC2,仲魔の傷は　ワシに任せろ！
0874FE70,isolated,1,claimed,story,,,08080704,ってるね··特技には通常攻撃のものと/追加効果をもつものとがある··種類
08751428,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
087514B4,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08753398,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08753424,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08753B38,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0875426C,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08754BBC,isolated,1,claimed,skills,,,0800448E,出し/進入地点に戻る
0875525C,isolated,1,claimed,negotiate_status,,,080A0D0E,/ハエにかえられた··□
08758F84,isolated,1,claimed,story,,,08044404,た　ナンディさんネ··また会えた人　おひさネー/うれしネー··コードブレ
08759BB0,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
0875AF20,isolated,1,claimed,story,,,08040502,らしい/飲み込んだ物を　無にしてしまう/ヤツ自体が　無になってしまった·
0875C858,isolated,1,claimed,lore,,,0801B8BA,/　出身地　　：日本/ゾンビに襲われた野犬がゾンビ化し/たもの。··常に
0875E224,isolated,1,claimed,story,,,080445C4,数だけ当たり位置ちがうネ··全部　H　で　大当たりネ··HINTは　その
0875E68C,isolated,1,claimed,story,,,0806C504,のね……·
0875EF60,isolated,1,claimed,story,,,08028000,た/あなたがそうまで言うのなら/センターと話をしてみましょう···÷ン□
0875F00C,isolated,1,claimed,lore,,,08013378,幻自在で、人間や蛇、ジ/ャッカルなどの姿をとるが、巨人の/姿で現れること
08760538,isolated,1,claimed,lore,,,080125D2,ところを退治された。··その際、尾から出た剣は天叢雲剣（/アメノムラクモ
08760BB4,isolated,1,claimed,story,,,08070906,キョウの守り神　平将門公は/その身体を6つに/引き裂かれたのだ··大和神
087610C4,isolated,1,claimed,lore,,,08010604,/に幽開される。··諏訪には、タケミナカタが諏訪湖の/竜神や、モリヤノオ
08762CC4,isolated,1,UNCLAIMED,,leak-risk,story,08021038,·》□：/う・・・う・・・···＝ロ□·。〜□科学者：/ふむ・・・麻酔が
087638A4,isolated,1,claimed,story,,,08020CC4,・・/私の体に命が宿ったわ··お父さんもお母さんも喜んで/くれたけど・・
08763C84,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08764B14,isolated,1,claimed,dialogue,,,080781C0,　を　持てないぜ
08767048,isolated,1,claimed,lore,,,08016B7C,の鎧を着て、赤い馬にまたがる/騎士の姿で現れる。··嘘つきの為、信用が置
08768D68,isolated,1,claimed,story,,,08048AFA,··□銀·□·NOW　PLAYING/　　　　　　　　MUSIC··□銀
08769E58,isolated,1,claimed,story,,,08046082,/入っていますが　現在どこに/いるのかわかっていません··誰が　何のため
0876B308,isolated,1,claimed,lore,,,0801050A,日彦（アビヒコ）/が主神として祭っている。·
0876D8F0,isolated,1,UNCLAIMED,,MISSING,,081107C0,÷÷協具べ具。
0876D9E0,isolated,1,UNCLAIMED,,MISSING,,081107C0,÷÷協具べ具。
0876D9F8,isolated,1,UNCLAIMED,,MISSING,,08110A54,÷÷洲具好具。
0876DA28,isolated,1,UNCLAIMED,,noise,,08110EAC,÷÷被具□具、
0876DA40,isolated,1,UNCLAIMED,,noise,,0811184C,÷÷□具膨具、
0876DAA0,isolated,1,UNCLAIMED,,MISSING,,081107C0,÷÷協具べ具。
0876F6F4,isolated,1,claimed,story,,,080A0C0E,し　アイテムがいっぱいだ··□
0876FBE8,isolated,1,claimed,battle,,,0812467E,異常治療
0876FBF4,isolated,1,claimed,battle,,,08124694,アイテムを買う
0876FC00,table,10,claimed,battle,,,081246B0,2身合体
0876FC04,table,10,claimed,battle,,,081246BA,3身合体
0876FC08,table,10,claimed,battle,,,081246C4,ステイタスを見る
0876FC0C,table,10,claimed,battle,,,081246D6,コンピュータ
0876FC10,table,10,claimed,battle,,,081246E4,部屋を出る
0876FC14,table,10,claimed,battle,,,081246F0,自分の部屋に行く
0876FC18,table,10,claimed,battle,,,08124702,睡眠をとる
0876FC1C,table,10,claimed,battle,,,0812470E,外に出かける
0876FC20,table,10,claimed,battle,,,0812471C,少女を助けにいく
0876FC24,table,10,claimed,battle,,,0812472E,オザワの隠れ家へ行く
0876FC2C,table,12,claimed,battle,,,0812474A,店を出る
0876FC30,table,12,claimed,battle,,,08124754,掛け軸　　　　￥　10000
0876FC34,table,12,claimed,battle,,,08124772,水墨画　　　　￥　12800
0876FC38,table,12,claimed,battle,,,08124790,石灯篭　　　　￥　25000
0876FC3C,table,12,claimed,battle,,,081247AE,黄金の仏像　　￥　43000
0876FC40,table,12,claimed,battle,,,081247CC,アイテムと交換
0876FC44,table,12,claimed,battle,,,081247DC,精霊と交換
0876FC48,table,12,claimed,battle,,,081247E8,外に出る
0876FC4C,table,12,claimed,battle,,,081247F2,買うのをやめる
0876FC50,table,12,claimed,battle,,,08124802,剣と合体
0876FC54,table,12,claimed,battle,,,0812480C,ファイル1
